127.0.0.1 - - [11/Apr/2024:19:15:19 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:15:25 +0530] "GET /1_registration_app/login.jsp HTTP/1.1" 200 399
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:15:29 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:16:23 +0530] "POST /1_registration_app/verifyLogin HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:16:28 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 563
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:16:29 +0530] "GET /1_registration_app/updateRegistration?email=stallin@gmail.com&mobile=9876543210 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:16:35 +0530] "POST /1_registration_app/updateRegistration HTTP/1.1" 200 563
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:16:42 +0530] "GET /1_registration_app/updateRegistration?email=stallin@gmail.com&mobile=9876543210 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:16:48 +0530] "POST /1_registration_app/updateRegistration HTTP/1.1" 200 563
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:16:53 +0530] "POST /1_registration_app/updateRegistration HTTP/1.1" 200 563
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:17:12 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:17:23 +0530] "POST /1_registration_app/addReg HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:17:26 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 851
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:17:29 +0530] "GET /1_registration_app/updateRegistration?email=rohit@gmail.com&mobile=123451234 HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:17:34 +0530] "POST /1_registration_app/updateRegistration HTTP/1.1" 200 851
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:23:17 +0530] "GET /1_registration_app/deleteRegistration?email=stallin@gmail.com HTTP/1.1" 200 553
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:23:22 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 553
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:23:53 +0530] "GET /1_registration_app/updateRegistration?email=rohit@gmail.com&mobile=123451234 HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:23:56 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:23:58 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 777
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:23:59 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 777
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:24:01 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:24:24 +0530] "POST /1_registration_app/addReg HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:24:37 +0530] "POST /1_registration_app/addReg HTTP/1.1" 200 686
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:24:39 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1357
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:30:04 +0530] "GET /1_registration_app/updateRegistration?email=vyas@gmail.com&mobile=1234567890 HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [11/Apr/2024:19:30:12 +0530] "POST /1_registration_app/updateRegistration HTTP/1.1" 200 1355
0:0:0:0:0:0:0:1 - - [11/Apr/2024:21:01:59 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1355
0:0:0:0:0:0:0:1 - - [11/Apr/2024:21:02:02 +0530] "GET /1_registration_app/updateRegistration?email=rohit@gmail.com&mobile=123451234 HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [11/Apr/2024:21:02:08 +0530] "POST /1_registration_app/updateRegistration HTTP/1.1" 200 1355
