127.0.0.1 - - [04/Sep/2024:21:58:07 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [04/Sep/2024:21:58:08 +0530] "GET /web_app_1/index.html HTTP/1.1" 200 649
0:0:0:0:0:0:0:1 - - [04/Sep/2024:21:58:09 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [04/Sep/2024:21:59:44 +0530] "POST /web_app_1/save HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:03:48 +0530] "GET /web_app_6_mvc/addNumbers.jsp HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:07:02 +0530] "POST /web_app_6_mvc/AddController HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:10:51 +0530] "GET /1_registration_app/login.jsp HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:11:11 +0530] "POST /1_registration_app/verifyLogin HTTP/1.1" 200 469
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:14:43 +0530] "POST /1_registration_app/verifyLogin HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:16:40 +0530] "POST /1_registration_app/addReg HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:16:50 +0530] "POST /1_registration_app/verifyLogin HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:17:18 +0530] "POST /1_registration_app/addReg HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:18:20 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:18:22 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 445
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:18:28 +0530] "POST /1_registration_app/verifyLogin HTTP/1.1" 200 469
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:18:33 +0530] "POST /1_registration_app/verifyLogin HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:18:39 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:19:24 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:19:25 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:19:44 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:19:44 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:20:11 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:20:12 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:20:31 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:20:58 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:20:59 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:21:01 +0530] "GET /1_registration_app/deleteRegistration?email=rtu@gmail.com HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:21:30 +0530] "GET /1_registration_app/addReg HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:21:31 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:21:41 +0530] "GET /1_registration_app/updateRegistration?email=rohitfsd01@gmail.com&mobile=9876543210 HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:22:00 +0530] "GET /1_registration_app/listRegistration HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:22:01 +0530] "GET /1_registration_app/updateRegistration?email=rohitfsd01@gmail.com&mobile=9876543210 HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:22:08 +0530] "POST /1_registration_app/updateRegistration HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [04/Sep/2024:22:22:19 +0530] "POST /1_registration_app/logOut HTTP/1.1" 200 445
